project_code,project_name,mda_name,project_status,location,amount,expenditure_code
ERGP12234673,REHABILITATION OF SPURS OF AMASIRI-OKPOSI-UBURU-ISHIAGU ROADS ( OKPOSI- UBURU AND ONICHA),,ONGOING,,280000000.0,
ERGP12234694,"CONSTRUCTION OF ENUGU - ONITSHA OLD ROAD LINK TO EKETORO ROAD WITH SECURITY LIGHTING, UDI LOCAL GOVERNMENT, ENUGUÃÂ STATE",,ONGOING,Enugu,280000000.0,
ERGP12234714,HAJJ CAMP ROAD LINKING NYSC CAMP IN KATSINA L.G.A,,ONGOING,Katsina,35000000.0,
ERGP12234732,"REHABILITATION OF ROADS ACROSS AKOKO SOUTH EAST/WEST FEDERAL CONSTITUENCY, ONDO STATE",,ONGOING,Ondo,140000000.0,
ERGP12234749,"""INSTALLATION OF SOLAR STREET LIGHTS IN SELLECTED COMMUNITIES IN ORHIONMWON/UHUMWODE FED. CONSTITUENCY, EDO STATE """,,ONGOING,Edo,70000000.0,
ERGP12234766,"PROVISION & INSTALLATION OF TRANSFORMERS TO SELECTED COMMUNITIES IN IREPODUN/OLORUNDA/ OSOGBO/OROLU, OSUN STATE",,ONGOING,Osun,35000000.0,
ERGP12234783,"CONSTRUCTION OF 1 BLOCK OF 3 CLASSROOMS WITH OFFICE, SOLAR INVERTER & FURNITURE IN IFE CENTRAL/IFE EAST/IFE NORTH/IFE SOUTH FED. CONSTITUENCY, OSUN STATE",,ONGOING,Osun,17500000.0,
ERGP12234800,"PROVISION OF SOLAR STREET LIGHTS IN AWKA NORTH/AWKA SOUTH, ANAMBRA STATE",,ONGOING,Anambra,17500000.0,
ERGP12234817,"SUPPLY & INSTALLATION OF SOLAR STREET LIGHTS IN SELECTED COMMUNITIES OF APA/AGATU FED. CONSTITUENCY, BENUE STATE",,ONGOING,Benue,17500000.0,
ERGP12230267,MAINTENANCE AND REPAIR OF POTISKUM-AZARE BRIDGE CH4+500 IN YOBE,,ONGOING,Yobe,78750000.0,
ERGP12230313,COMPLETION OF KADUNA STATE FIELD HEADQUATERS,,ONGOING,Kaduna,10500000.0,
ERGP12230356,PROCUREMENT OF FERMA BRANDED SAFETY HELMETS AND SAFETY BOOTS FOR FERMA FIELD OFFICES,,,,,
ERGP12230403,PROVISION OF SOLAR STREET LIGHT IN SELECTED COMMUNITIES IN SOKOTO STATE,,ONGOING,Sokoto,70000000.0,
ERGP12230435,GOMBE-DUKKU-DARAZO ROAD IN GOMBE STATE,,ONGOING,Gombe,37100000.0,
ERGP12230464,"""GENERAL MAINTENANCE REPAIRS OF SOKOTO STATE BORDER-BIRNIN KEBBI- ARGUNGU ROAD ROAD IN KEBBI STATE. """,,ONGOING,"Sokoto, Kebbi",70000000.0,
ERGP12230518,PROPOSAL FOR GENERAL MAINTENANCE REPAIRS OF CALABAR - AKAMKPA - IKOM ROAD IN CROSS RIVER STATE,,ONGOING,Cross River,37100000.0,
ERGP12230577,SPECIAL MAINTENANCE REPAIRS OF ABEOKUTA- ROUNDER-OLORUNDER-IMEKO - BENIN REPUBLIC BORDER ROAD,,ONGOING,,52990000.0,
ERGP12230626,MAINTENANCE OF UDEAKA LANE KWALE SPUR TO OGWASHI - UGHELLI ROAD,,ONGOING,,105000000.0,
ERGP12230658,GENERAL MAINTENANCE OF MAKURDI - YANDEV ROAD.SE.465 /F.121,,ONGOING,,119700000.0,
ERGP12230696,LICENSE RENEWAL AND MAINTENANCE OF THE AGENCY'S ENTERPRISE GEOGRAPHIC INFORMATION SYSTEM (FERMA ARCGIS),,ONGOING,,13790000.0,
ERGP12230746,GENERAL MAINTENANCE REPAIRS OF MBIAMA - YENAGOA ROAD,,ONGOING,,70000000.0,
ERGP12230791,"MAJOR MAINTENANCE REPAIRS OF AWOFAM, IDUNNU IN IDO LOCAL GOVERNMENT IN OYO STATE(SECTION II)",,ONGOING,Oyo,216300000.0,
ERGP12234392,CONSTRUCTION OF 85KM TAKALAFIYA BRIDGE PHASE II IN PLATEAU STATE,,ONGOING,Plateau,149100000.0,
ERGP12234409,"CONSTRUCTION OF RURAL ROADS WITH DRAINAGES AND CULVERTS IN VARIOUS LOCATIONS IN YAMALTU-DEBA FEDERAL CONSTITUENCY, GOMBE STATE",,ONGOING,Gombe,280000000.0,
ERGP12234426,"CONSTRUCTION OF 1KM ROAD IN UMUNYA IN OYI/AYAMELUM FEDERAL CONSTITUENCY, ANAMBRA STATE",,ONGOING,Anambra,175000000.0,
ERGP12234443,"PROVISION OF SEWING MACHINES AND MOTOR CYCLES FOR ABOH MBAISE/NGOR OKPALA FEDERAL CONSTITUENCY, IMO STATE",,ONGOING,Imo,140000000.0,
ERGP12234461,"CONSTRUCTION OF ROAD, CULVERTS AND DRAINAGES IN KWOI, JABA LGA IN ZANGO",,ONGOING,,168000000.0,
ERGP12234479,CONSTRUCTION OF THE GIRGIR - KARAGE ROAD IN YOBE NORTH,,ONGOING,Yobe,1400000000.0,
ERGP12234497,CONSTRUCTION OF GASAMU -AMSHI -GORGORAM ROAD IN YOBE STATE,,ONGOING,Yobe,1750000000.0,
ERGP27233968,PROCUREMENT OF OFFICE CONSUMABLES,,ONGOING,,2800000.0,
ERGP29233875,ADVANCED CAPACITY BUILDING ON DATA/CYBER SECURITY,,ONGOING,,5250000.0,
ERGP29233972,DESIGN AND DEPLOYMDESIGN AND DEPLOYMENT OF ACTU DASHBOARDENT OF VENDOR PERFORMANCE MANAGEMENT SYSTEM,,ONGOING,,21000000.0,
ERGP29234069,"LEADERSHIP DEVELOPMENT PROGRAM, TALENT ACQUISITION AND ONBOARDING PROGRAM, HR TECHNOLOGY UPGRADE",,ONGOING,,17500000.0,
ERGP30210320,MONITORING THE MINISTRY AND ITS AGENCIES PROJECTS UNDER PURVIEW OF FMBNP (BUDGET DIVISION),,,,,
ERGP30233804,PROGRAMME COORDINATION FOR THE JOINT PLANNING BOARD/ NATIONAL COUNCIL ON DEVELOPMENT PLANNING,,ONGOING,,17500000.0,
ERGP30233847,"CREATION OF REPOSITORY OF ALL ECONOMIC RELATED POLICIES, DECREES, ACTS ETC.",,ONGOING,,2240241.0,
ERGP30233910,END-TERM PERFORMANCE REVIEW OF NDP 2021 - 2025,,ONGOING,,17500000.0,
ERGP30233970,INTERNATIONAL CAPACITY BUILDING OF ACTU MEMBERS ON THE APPLICATION OF ACTU PRINCIPLES IN THE MINISTRY.,,ONGOING,,7000000.0,
ERGP30234037,SPECIALIZED CAPACITY BUILDING/TRAINING FOR OGP SECRETARIAT STAFF BOTH LOCAL AND INTERNATIONAL LEVEL,,ONGOING,,10500000.0,
ERGP30234151,MULTILATERAL/BILATERAL TIED LOAN - NIGERIA - COMMUNITY ACTION FOR STIMULUS PROGRAM (NG-CARES) SECTOR INVESTMENTS DEVELOPMENT PLAN IMPLEMENTATION UNIT FOR THE NIGERIA DEVELOPMENT PLANS SUPERVISION AND ,,ONGOING,,6052069410.0,
ERGP28238735,"CONTSRUCTION OF SOLAR BOREHOLES AND SOLAR LIHGHTS IN AGBEDE,ETSAKO WEST, EDO STATE",,ONGOING,Edo,350000000.0,
ERGP30237202,"TRAINING ON PROMOTION OF ARTS AND CULTURE WITH EMPOWERMENT FOR LOCAL COMMUNITIES IN SELECTED IFO COMMUNITIES AND EWEKORO EWEKORO COMMUNITIES, OGUN STATE (MULTIPLE LOTS).",,NEW,Ogun,329000000.0,
ERGP30238691,"TRAINING AND EMPOWERMENT OF MARKET WOMEN AND MEN IN ALIMOSHO FEDERAL CONSTITUENCY, LAGOS STATE",,ONGOING,Lagos,70000000.0,
ERGP30210200,NATIONAL CONSULTATIVE COMMITTEE ON STATISTICS,,ONGOING,,56000000.0,
ERGP30230082,STATISTIC ACT REVISION,,ONGOING,,21000000.0,
ERGP14247831,NAF OUTSTANDING OBLIGATIONS ON 6X T-129 ATAK HELICOPTER AND QUANTITY 3X MI-35 HELICOPTERS,,NEW,,110305719176.0,
ERGP16210703,PAYMENT OF OUTSTANDING DEATH BENEFIT TO CIVIL SERVANTS/POLICE,,ONGOING,,4266257523.0,
ERGP16210774,GAVI/IMMUNISATION Budget Office of the Federation             Page 1238 / 2790                                          2026 FGN BUDGET,,ONGOING,,250959396330.0,
ERGP16234123,BENEFITS OF RETIRED PROFESSORS,,ONGOING,,14283196861.0,
ERGP22247807,HUMAN CAPITAL DEVELOPMENT PROGRAMME SECRETARIAT,,NEW,,2240000000.0,
ERGP19206001,MINISTERIAL INTERVENTION FOR DISASTER RISK AWARENESS (THE PROJECT FROM DEPARTMENT OF SPECIAL DUTIES),,ONGOING,,1400000.0,
ERGP22125253,"IMPACT ASSESSMENT, MONITORING AND EVALUATION OF GENDER RESPONSIVENESSONGOING                 8,540,000 IN PROGRAMMES /PROJECTS/STRATEGIES OF NATIONAL WATER RESOURCES POLICY FOR EFFECTIVE GENDER EQUALI",,,,8540000.0,
ERGP27236059,"CONSTRUCTION OF ROADS, BUILDINGS AND ELECTRICITY SUPPLY INFRASTRUCTURE AT SAULAWA AND OTHER AREAS (MULTIPLE HOUSING LOTS) Budget Office of the Federation           Page 1256 / 2790                    ",,ONGOING,,3500000000.0,
ERGP28110338,FGN/UNICEF - WATER SUPPLY COMPONENT,,ONGOING,,21000000.0,
ERGP28110640,LIQUIDATION OF LIABILITIES (DEBTS),,ONGOING,,170455886.0,
ERGP28111013,PERFORMANCE AND ASSESSMENT OF IRRIGATION AND DRAINAGE PROJECTS NATIONWIDE,,ONGOING,,12600000.0,
ERGP28111152,"WASH EMERGENCY COORDINATION, ASSESSMENT AND RESPONSE IN THE IDPs and NEONGOING               23,782,215",,,,23782215.0,
ERGP28128458,CONSTRUCTION OF WATER SUPPLY PROJECT FOR SAKI TOWN IN OYO STATE,,ONGOING,Oyo,35000000.0,
ERGP28190673,WASH INTERVENTION IN SCHOOLS (FEDERAL GOVERNMENT SCHOOL WASH PROGRAMME,,ONGOING,,70032356.0,
ERGP28205195,"PURCHASE OF COMPUTERS AND OTHER OFFICE EQUIPMENT FOR DRONIGERIAN ARMYONGOING                 2,161,397 FARMS AND RANCH SMALL EARTH DAM",,,,2161397.0,
ERGP28207138,"IMPROVE ACCESS TO SAFE WATER SUPPLY IN PUBLIC PLACES ACROSS THE NATION (MARKETS, MOTOR PARKS, SCHOOLS AND PRIMARY HEALTH CARE CENTRES)",,ONGOING,,105000000.0,
ERGP28212299,CONSTRUCTION OF RURAL ACCESS ROADS NATION WIDE,,ONGOING,,315000000.0,
ERGP28228440,ENVIRONMENTAL AND SOCIAL SAFEGUARDS OF WATER SUPPLY SCHEMES NATIONWIDE,,,,,
ERGP28229798,"CONSTRUCTION OF UKAAN, ADIKPO, AGASHA, NAKA WATER SUPPLY PROJECTS, BENUE STATE",,,Benue,,
ERGP28230484,"WATER SUPPLY SCHEME IN BIDA/GBAKO/KATCHA FEDERAL CONSTITUENCY, NIGER STATE",,ONGOING,Niger,49000000.0,
ERGP28230539,"WATER SUPPLY SCHEME IN OKITIPUPA/IRELE FEDERAL CONSTITUENCY, ONDO STATE",,ONGOING,Ondo,49000000.0,
ERGP28230604,"WATER SUPPLY SCHEME IN JOS SOUTH/EAST FEDERAL CONSTITUENCY, PLATEAU STATE",,ONGOING,Plateau,49000000.0,
ERGP28230973,REHABILITATION/EXPANSION OF JOSEPH SARWUAN TARKA UNIVERSITY WATER SUPPLY SYSTEM,,,,,
ERGP30110693,"RESEARCH, ASSESSMENT AND DEVELOPMENT OF",,NEW,,,
ERGP30111773,OPERATIONALIZATION OF THE INSPECTORATE MANUALS FOR RBAs,,ONGOING,,4080405.0,
ERGP30112022,DEVELOPMENT AND PRODUCTION OF SENSITIZATION/ADVOCACY AND COMMUNICATION MATERIALS FOR THE PROMOTION OF GHRs MAINSTREAMING IN THE WATER SECTORS.,,ONGOING,,2800000.0,
ERGP30150843,SURVEY AND MAPPING OF ALL LAND ASSETS OF FEDERAL MINISTRY OF WATER RESOURCES NATIONWIDE,,ONGOING,,3722843.0,
ERGP30175373,PROCUREMENT OF PARTS FOR THE MINISTRY'S 2 NOS. 500 KVA GENERATOR PLANTS,,ONGOING,,17500000.0,
ERGP30206259,"HRM SIX (6) ZONAL OFFICES MANAGEMENT AND OVERSIGHT FUNCTION OPERATIONALONGOING              42,000,000 COST",,,,42000000.0,
ERGP30207017,LIABILITIES FOR WATER RESOURCES PLANNING & TECHNICAL SUPPORT SERVICES,,ONGOING,,21000000.0,
ERGP28101911,HYDROLOGICAL INFORMATION SYSTEMS NETWORKING,,ONGOING,,14735000.0,
ERGP28171996,HYDROGEOLOGICAL MAPPING PROJECT,,ONGOING,,28000000.0,
ERGP28224766,INTER AGENCY COOPERATION FOR FLOOD MITIGATION,,ONGOING,,12075000.0,
ERGP29236142,ICT INFRASTRUCTURE,,ONGOING,,1750000000.0,
ERGP12138876,"COMPLETION OF EROSION CONTROL WORKS AT EGBU, IMO STATE",,ONGOING,Imo,14000000.0,
ERGP12205931,COMPLETION OF FLOOD AND EROSION CONTROL AT UMUEZE UMUANUGO ROAD ANAMBRA STATE,,ONGOING,Anambra,21000000.0,
ERGP12223943,EROSION CONTROL WORKS ON UMUNKA UMUOGELE NSIRIMO ROAD ISIALANGWA NORTH ABIA STATE,,ONGOING,Abia,42000000.0,
ERGP22170532,HEADQUARTERS OFFICE REHABILITATION & PURCHASE OF SECURITY EQUIPMENT,,ONGOING,,14000000.0,
ERGP28207038,SOLAR POWERED BOREHOLE AT IMEOWERRE VILLAGE ISU NJABA LGA IMO STATE,,ONGOING,Imo,10500000.0,
ERGP28223936,PROVISION OF SOLAR POWERED BOREHOLE WITH OVERHEAD TANK AT UMUNWAKOZOR EZIAMA OFEAHIA ORU WEST IMO STATE,,ONGOING,Imo,14000000.0,
ERGP28224199,"COMPLETION OF THE CONSTRUCTION OF SOLAR POWERED BOREHOLE AT ABU EZIALAONGOING               14,000,000 AMUMARA EZINIHITTE LGA, IMO STATE",,,Imo,14000000.0,
ERGP28232792,"SOLAR POWERED BOREHOLE AT NAZE COMMUNITY IN OWERRI NORTH LGA, IMO STATE",,,Imo,,
ERGP30223910,"STUDY ,DESIGN AND DEVELOPMENT OF UMUNWANWA IRRIGATION FACILITIES UMUAHIA ABIA STATE",,ONGOING,Abia,14000000.0,
ERGP10236397,"REHABILITATION OF ROADS IN SELECTED LOCATIONS IN OKE-OGUN AREA, OYO STATEONGOING               87,255,000",,,"Ogun, Oyo",87255000.0,
ERGP12151254,"CONSTRUCTION OF THE INTERLINKING ROADS TO THE BORBDA ESTATE , OBAYANTORONGOING                 17,500,000",,,,17500000.0,
ERGP22128932,PE-WASH(WATER SANITATION & HYGIENE),,ONGOING,,35000000.0,
ERGP23236571,"CONSTRUCTION OF BLOCKS OF CLASSROOMS AT OHOBO PRIMARY SCHOOL AFUZE OWAN EAST LOCAL GOVERNMENT AREA, EDO STATE.",,ONGOING,Edo,105000000.0,
ERGP27222891,"DEVELOPMENT OF BORBDA'S PROPERTY: MABEL EREWA, ETETE, BENIN-CITY, EDO STATE",,ONGOING,Edo,35000000.0,
ERGP28110946,HYDROMETEROLOGICAL NETWORK AND PLANNING,,ONGOING,,14000000.0,
ERGP28200484,JATTU EARTH DAM CONSTRUCTION OF EARTH DAM ON THE RIVER OGIO FOR WATER SUPPLY AND IRRIGATION PURPOSES.(ERGP-28160129),,ONGOING,,182000000.0,
ERGP28236565,PROVISION OF SOLAR POWERED INDUSTRIAL BOREHOLE IN OBOMKPA COMMUNITY DELTA NORTH SENATORIAL DISTRICT,,ONGOING,Delta,28000000.0,
ERGP30236611,"RECONSTRUCTION OF IDUMU EZIAJA COMMUNITY HALL UTEROKPU, IKA NORTH EAST (ERGP202201382) CHURCH, OBA-ILE, AKURE NORTH LGA, ONDO STATE. STATE. Budget Office of the Federation            Page 1284 / 2790 ",,ONGOING,Ondo,49000000.0,
ERGP28236635,DEVELOPMENT OF SMALL-SCALE IRRIGATION SCHEMES IN FADAMA LANDS OF THE CHAD BASIN RIVER BASIN TO SUPPORT THE RENEWED HOPE AGENDA FOR INCREASED FOOD SECURITY,,ONGOING,,5250000000.0,
ERGP12222886,"RECLAIMATION OF AFAHA NSIT IRRIGATION PROJECT, NDIT IBOM LGA, AKWA IBOM STATE",,ONGOING,Akwa Ibom,21000000.0,
ERGP27189825,"RENOVATION OF UYO LIASON OFFICE, AKWA IBOM STATE",,ONGOING,Akwa Ibom,91000000.0,
ERGP28126129,"PROVISION OF COMPLETE AUTOMATED WATER FACTORY UNIT / EXTRUDERS FOR SATCHET BAGS / BOTTLES / PURCHASE OF DELIVERY VAN AT THE HEADQUARTERS, CROSS RIVER STATE",,ONGOING,Cross River,14000000.0,
ERGP28236701,"PROVISION / CONSTRUCTION OF MOTORIZED BOREHOLE IN LOCATIONS IN IKONO/INI FEDERAL CONSTITUENCY, AKWA IBOM STATE.",,ONGOING,Akwa Ibom,28000000.0,
ERGP10236948,"PROVISION OF SOLAR STREET LIGHTS IN YANKATAKO, NEW HOSPITAL ROAD, RINJI AND OTHER LOCATIOS WITHIN THE CATCHMENT",,ONGOING,,49000000.0,
ERGP12207027,CONSTRUCTION OF RURAL ROAD FROM CHANDAN- ZANDA- DOKOKI IN BIRNIN KUDU LOCAL GOVERNMENT AREA ALL IN JIGAWA STATE,,ONGOING,Jigawa,21000000.0,
ERGP19176792,CLIMATE CHANGE AND AGRICULTURAL PRODUCTION,,ONGOING,,14000000.0,
ERGP19237096,CONCRETE EMBANKMENT AT MIGA L.G.A IN JAHUN/MIGA FEDERAL CONSTITUENCY JIGAWA STATE,,ONGOING,Jigawa,140000000.0,
ERGP25237014,"CONSTRUCTION OF PRIMARY HEALTH CARE WITH MEDICAL EQUIPMENT AT DAWAKI KUDU TOWN OF DAWAKIN KUDU/WARAWA FEDERAL CONSTITUENCY, KANO STATE",,ONGOING,Kano,210000000.0,
ERGP28193472,"WATER SUPPLY SCHEME IN ALANGAWARI, ZAKI LGA, BAUCHI STATE",,ONGOING,Bauchi,5250000.0,
ERGP28228038,WATER SUPPLIES IN BUJI LGA,,ONGOING,,35000000.0,
ERGP28236928,"STUDY DESIGN AND CONSTRUCTION OF EARTH DAM AT UNIVERSITY OF TRANSPORT DAURA, KATSINA STATE",,ONGOING,Katsina,140000000.0,
ERGP28237012,"CONSTRUCTION OF SOLAR POWERED BOREHOLES IN DAWAKIN KUDU/WARAWA FEDERAL CONSTITUENCY, KANO STATE",,ONGOING,Kano,140000000.0,
ERGP28237225,"WATER SUPPLY SCHEME IN GWARAM FEDERAL CONSTITUENCY, JIGAWA STATE",,ONGOING,Jigawa,28000000.0,
ERGP10157494,COMPLETION OF SMALL HYDRO POWER IN DOMA PROJECT,,ONGOING,,42322000.0,
ERGP10238175,"SUPPLY AND INSTALLATION OF SOLAR STREET LIGHTS IN SOME SELECTED LOCATIONS ACROSS ZANGO KATAF/JABA FEDERAL CONSTITUENCY, KADUNA STATE",,,Kaduna,,
ERGP12157910,"CONSTRUCTION OF OFEJIJI-AJEDIBO ROAD, KOGI STATE Budget Office of the Federation            Page 1306 / 2790                                           2026 FGN BUDGET",,ONGOING,Kogi,4858000.0,
ERGP12204833,CONSTRUCTION OF JINGIRA-IKYUME ACCESS ROAD BURUKU LGA,,ONGOING,,273000000.0,
ERGP12237719,"CONSTRUCTION OF 1 BRIDGE AND EROSION CONTROL IN OKPEYI, OKONOBO WARD OKPOKWU LGA OF BENUE STATE",,ONGOING,Benue,35000000.0,
ERGP12238428,"REHABILITATION AND SURFACE DRESSING OF WAKAMA TUDU ANGWA RIMI ROAD NASARAWA EGGON LOCAL GOVERNMENT, NASARAWA NORTH SENATORIAL DISTRICT, NASARAWA STATE",,ONGOING,,350000000.0,
ERGP20157685,IRBM (HYDRO-METEOROLOGICAL INFRASTRUCTURE),,ONGOING,,4858000.0,
ERGP27223030,RENOVATION OF QUARTERS AFFECTED BY RAINSTORM WITHIN THE COLONY(D39-42,,ONGOING,,10010234.0,
ERGP28157668,CONSTRUCTION OF GIZA DAM,,ONGOING,,7287000.0,
ERGP28173647,"REHABILITATION OF DUANKWAN TO DUNGGOESHING ROAD IN SHENDAM, PLATEAU STATE.",,ONGOING,Plateau,7287000.0,
ERGP28201235,PROVISION OF BOREHOLES FOR VULNERABLE COMMUNITIES IN KOGI STATE,,ONGOING,Kogi,14574000.0,
ERGP28223077,"PROVISION OF MOTORISED BOREHOLE AT ANGWAN HAUSAWA, GBOKO BENUE STATE",,ONGOING,Benue,7287000.0,
ERGP28231047,CONSTRUCTION OF MIANGO DAM,,ONGOING,,3500000.0,
ERGP28238118,"BIBINU WATER WORKS REHABILITATION DONGA LOCAL GOVERNMENT AREA TAKUM/DONGA/USSA FED. CONSTITUENCY, TARABA STATE",,ONGOING,Taraba,35000000.0,
ERGP28122823,"COMPLETION OF DAM AND IRRIGATION INFRASTRUCTURE IN KPADA IRRIGATION PROJECTS, EDU LGA, KWARA STATE",,ONGOING,Kwara,140000000.0,
ERGP28223485,"CONSTRUCTION OF SOLAR-POWER MOTORIZED BOREHOLE AT OYINLADE,AROAFIN COMPOUND IRA OYUN LGA,ÃÂ KWARAÃÂ STATE",,ONGOING,,14000000.0,
ERGP28225372,"CONSTRUCTION OF SOLAR-POWERED (1) AJIBESIN IFESOWAPO COMMUNITY, ILORIN SOUTH LGA, KWARA STATE (2) ASEYORI COMMUNITY, DAUDU AMULE OLOMODA, BEHIND SABI SPECIALIST HOSPITAL, ALAGBADO, ILORIN.",,ONGOING,Kwara,28000000.0,
ERGP28233378,"CONSTRUCTION OF SOLAR POWERED BOREHOLE AT DUKUKPAN-LADE, LADE PATEGI LGA, KWARA STATE",,ONGOING,Kwara,14000000.0,
ERGP30223619,SKILL ACQUISITION AND EMPOWERMENT FOR RETIRING STAFF OF LNRBDA,,ONGOING,,21000000.0,
ERGP12229054,"CONSTRUCTION OF DRAINAGE INFRASTRUCTURE TO CONTROL FLOOD AT NYORWII COMMUNITY, KHANA LGA, RIVERS STATE",,ONGOING,Rivers,20790000.0,
ERGP28170555,"REHABILITATION OF WATER SUPPLY SCHEME WITH DISTRIBUTION AT EJAMA EBUBU COMMUNITY, ELEME LGA, RIVERS STATE",,ONGOING,Rivers,13790000.0,
ERGP28227582,"CONSTRUCTION OF WATER SUPPLY SCHEME WITH RETICULATION AT OKPE OLOMU COMMUNITY, UGHELLI SOUTH LGA, DELTA STATE",,ONGOING,Delta,27790000.0,
ERGP28228154,"CONSTRUCTION OF 10,000 GALLONS SOLAR POWERED WATER SUPPLY SCHEME WITHONGOING                 20,790,000 RETICULATION AT OLOMORO COMMUNITY, ISOKO SOUTH LGA, DELTA STATE",,,Delta,20790000.0,
ERGP28228307,"CONSTRUCTION OF SOLAR POWERED WATER SCHEME WITH RETICULATION AT APA- AMA COMMUNITY, ASARI-TORU LGA, RIVERS STATE",,ONGOING,Rivers,17500000.0,
ERGP28228538,"PROVISION OF SOLAR POWERED WATER SCHEME WITH OVERHEAD TANK AT OGBEIN- AMA COMMUNITY BOMADI LGA, DELTA STATE.",,ONGOING,Delta,17290000.0,
ERGP28228715,"PROVISION OF SOLAR POWERED WATER SCHEME AT BOLO-ORUA COMMUNITY SAGBAMA LGA, BAYELSA STATE",,ONGOING,Bayelsa,21000000.0,
ERGP29191846,"ICT UPGRADE IN NDBDA, PORT HARCOURT",,ONGOING,,20790000.0,
ERGP14230932,FLOOD MAPPING AND CATCHMENT PLAN OF DOWNSTREAM OF OGUN RIVER,,ONGOING,Ogun,24500000.0,
ERGP15230864,"VALUE FOR MONEY AUDIT OF ALL CAPITAL PROJECTS WITHIN THE CACHMENT AREA OF OGUN, OSHUN, OYO AND LAGOS STATE",,ONGOING,"Ogun, Oyo, Lagos",8400000.0,
ERGP27239456,"CONSTRUCTION AND FURNISHING OF LECTURE HALLS, OFFICES AND TOILET FACILITIES AT THE FACULTY OF EDUCATION, LAGOS STATE UNIVERSITY",,ONGOING,Lagos,178920000.0,
ERGP28239359,"WATER SUPPLY SCHEME IN ALIMOSHO FEDERAL CONSTITUENCY, LAGOS STATE",,ONGOING,Lagos,28000000.0,
ERGP10239929,"PURCHASE AND INSTALLATION OF3-IN-1 SOLAR STREET LIGHT IN ZURU, SAKABA YAURI AND DANDI TOWN KEBBI STATE",,ONGOING,Kebbi,56000000.0,
ERGP12240078,"CONSTRUCTION OF RURAL ACESS ROAD IN KOFAR JARU -GABTU ROA AT GUMMI IN GUMMI/BUKKUYUM FEDERAL CONSTITUENCY, ZAMFARA STATE",,ONGOING,Zamfara,105000000.0,
ERGP22193646,PROVISION OF DRAINAGES FOR STORM WATER CONTROL IN AMBURSA KEBBI STATE Budget Office of the Federation            Page 1332 / 2790                                          2026 FGN BUDGET,,ONGOING,Kebbi,28000000.0,
ERGP27123608,RENOVATION OF HOUSES AT HQ AND ALL PROJECTS AREAS,,ONGOING,,28000000.0,
ERGP28123616,OPERATION AND MAINTENANCE OF MIDDLE RIMA VALLEY IRRIGATION PROJECT SOKOTO STATE,,ONGOING,Sokoto,22872500.0,
ERGP28223892,SOLAR POWERED BOREHOLE SCHEME AT KAMBARAWA AREA KATSINA,,ONGOING,Katsina,14000000.0,
ERGP28239651,CONSTRUCTION AND REHABILITATION OF EXISTING IRRIGATION SCHEMES IN THE CATCHMENT AREAS OF SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY TO SUPPORT FOOD PRODUCTION UNDER THE RENEWED HOPE AGENDA (MULTIPL,,ONGOING,Sokoto,5250000000.0,
ERGP28240036,"PROVISION OF WATER SUPPLY SCHEME AT BADO AND OTHER SURROUNDING NEIBOURHOODS IN SOKOTO, SOKOTO STATE",,ONGOING,Sokoto,105000000.0,
ERGP28240200,"CONSTRUCTION OF SOLAR POWERED BOREHOLES IN ARGUNGU, AUGIE AND AREWA LGAs OF KEBBI NORTH SENATORIAL DISTRICT",,ONGOING,Kebbi,175000000.0,
ERGP25240655,"RECONSTRUCTION OF COTTAGE HOSPITAL, GARBA CHEDE BALI, LGA TARABA CENTRAL SENATORIAL DISTRICT, TARABA STATE",,ONGOING,Taraba,70000000.0,
ERGP28222862,"BANGHBUNIN WATER REHABILITATION AND RESTORATION PROJECT TULA YIRI KALTUNGO LGA, GOMBE STATE",,ONGOING,Gombe,70000000.0,
ERGP28240553,COMPLETION OF CHAM DAM AND IRRIGATION PROJECT IN GOMBE STATE,,ONGOING,Gombe,175000000.0,
ERGP10215622,"SUPPLY AND INSTALLATION OF SOLAR SECURITY LIGHTS IN VARIOUS LOCATIONS IN UNGUWAR DANMARKE, SABON GARI AND OTHER SURROUNDING SETTLEMENTS TO ADDRESS SECURITY CHALLENGES IN THESE AREAS, ALL IN KATSINA ST",,ONGOING,Katsina,7000000.0,
ERGP19110041,SAFEGUARDING THE ENVIRONMENT AND WASTE MANAGEMENT,,ONGOING,,52500000.0,
ERGP27191638,ESTABLISHMENT OF UNRBDA PERMANENT LIAISON OFFICE IN THE FCT,,ONGOING,Fct,56000000.0,
ERGP28205082,EBBA/BADEGGI DAM AND IRRIGATION SCHEME (PRE-FEASIBILITY STUDIES),,ONGOING,,21000000.0,
ERGP28240977,CONSTRUCTION OF SOLAR POWERED BOREHOLES IN NORTH CENTRAL (WRCTT) FEDERAL CONSTITUENCIES,,ONGOING,,163800000.0,
ERGP28241101,"WATER SUPPLY SCHEME IN BORGU/AGWARA FEDERAL CONSTITUENCY, NIGER STATE",,ONGOING,Niger,56000000.0,
ERGP28227193,"ENHANCEMENT OF RURAL WATER SUPPLY AND SANITATION THROUGH INSTITUTIONALONGOING              10,325,723 ASSESSMENT AND CAPACITY DEVELOPMENT FOR EFFECTIVE WASH SERVICES DELIVERY IN NIGERIA",,,,10325723.0,
